,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid
673,673,673,673,Ultrafast solvation dynamics at binding and active sites of photolyases,Chih-Wei Chang; Lijun Guo; Ya-Ting Kao; Jiang Li; Chuang Tan; Tanping Li; Chaitanya Saxena; Zheyun Liu; Lijuan Wang; Aziz Sancar; and Dongping Zhong,Chih-Wei Chang,February 16; 2010 ,Biophysics and Computational Biology,52.0,13,"(119, 5, 23.8)",2-s2.0-77649260740,57141263300
674,674,674,674,Competition between native topology and nonnative interactions in simple and complex folding kinetics of natural and designed proteins,Zhuqing Zhang and Hue Sun Chan,Zhuqing Zhang,February 16; 2010 ,Biophysics and Computational Biology,66.0,7,"(28, 2, 14.0)",2-s2.0-77649264931,56068627500
675,675,675,675,Histone modification levels are predictive for gene expression,Rosa Karlić; Ho-Ryun Chung; Julia Lasserre; Kristian Vlahoviček; and Martin Vingron,Rosa Karlić,February 16; 2010 ,Biophysics and Computational Biology,294.0,7,"(0, 0, 0)",2-s2.0-77649246145,36087476200
676,676,676,676,Capillarity theory for the fly-casting mechanism,Emmanuel Trizac; Yaakov Levy; and Peter G. Wolynes,Emmanuel Trizac,February 16; 2010 ,Biophysics and Computational Biology,51.0,33,"(202, 12, 16.833333333333332)",2-s2.0-77649266958,7004193922
677,677,677,677,Mass spectrometry imaging of mating Tetrahymena show that changes in cell morphology regulate lipid domain formation,Michael E. Kurczy; Paul D. Piehowski; Craig T. Van Bell; Michael L. Heien; Nicolas Winograd; and Andrew G. Ewing,Michael E. Kurczy,February 16; 2010 ,Biophysics and Computational Biology,53.0,16,"(171, 7, 24.428571428571427)",2-s2.0-77649253729,14066286600
678,678,678,678,Fundamental signatures of short- and long-range electron transfer for the blue copper protein azurin at Au/SAM junctions,Dimitri E. Khoshtariya; Tina D. Dolidze; Mikhael Shushanyan; Kathryn L. Davis; David H. Waldeck; and Rudi van Eldik,Dimitri E. Khoshtariya,February 16; 2010 ,Biophysics and Computational Biology,45.0,20,"(80, 4, 20.0)",2-s2.0-77649240806,6603823442
679,679,679,679,PR65; the HEAT-repeat scaffold of phosphatase PP2A; is an elastic connector that links force and catalysis,Alison Grinthal; Ivana Adamovic; Beth Weiner; Martin Karplus; and Nancy Kleckner,Alison Grinthal,February 9; 2010 ,Biophysics and Computational Biology,67.0,16,"(0, 0, 0)",2-s2.0-77249156811,6507359548
680,680,680,680,Spatio-temporal correlations can drastically change the response of a MAPK pathway,Koichi Takahashi; Sorin Tănase-Nicola; and Pieter Rein ten Wolde,Koichi Takahashi,February 9; 2010 ,Biophysics and Computational Biology,146.0,11,"(0, 0, 0)",2-s2.0-77249093066,56956009900
681,681,681,681,NMR and XAS reveal an inner-sphere metal binding site in the P4 helix of the metallo-ribozyme ribonuclease P,Kristin S. Koutmou; Anette Casiano-Negroni; Melissa M. Getz; Samuel Pazicni; Andrew J. Andrews; James E. Penner-Hahn; Hashim M. Al-Hashimi; and Carol A. Fierke,Kristin S. Koutmou,February 9; 2010 ,Biophysics and Computational Biology,14.0,8,"(0, 0, 0)",2-s2.0-77249135842,35409648400
682,682,682,682,Protein interactions and ligand binding: From protein subfamilies to functional specificity,Antonio Rausell; David Juan; Florencio Pazos; and Alfonso Valencia,Antonio Rausell,February 2; 2010 ,Biophysics and Computational Biology,81.0,12,"(0, 0, 0)",2-s2.0-76649113438,14029161200
683,683,683,683,Ubiquitin not only serves as a tag but also assists degradation by inducing protein unfolding,Tzachi Hagai and Yaakov Levy,Tzachi Hagai,February 2; 2010 ,Biophysics and Computational Biology,42.0,11,"(18, 1, 18.0)",2-s2.0-76649123968,7801651065
684,684,684,684,Quaternary dynamics and plasticity underlie small heat shock protein chaperone function,Florian Stengel; Andrew J. Baldwin; Alexander J. Painter; Nomalie Jaya; Eman Basha; Lewis E. Kay; Elizabeth Vierling; Carol V. Robinson; and Justin L. P. Benesch,Florian Stengel,February 2; 2010 ,Biophysics and Computational Biology,138.0,17,"(115, 1, 115.0)",2-s2.0-76649084269,35111859400
685,685,685,685,Full distance-resolved folding energy landscape of one single protein molecule,J. Christof M. Gebhardt; Thomas Bornschlögl; and Matthias Rief,J. Christof M. Gebhardt,February 2; 2010 ,Biophysics and Computational Biology,110.0,9,"(11, 1, 11.0)",2-s2.0-76649093956,57196974002
686,686,686,686,Modeling the resonant release of synaptic transmitter by hair cells as an example of biological oscillators with cooperative steps,Daniel Andor-Ardó; A. J. Hudspeth; Marcelo O. Magnasco; and Oreste Piro,Daniel Andor-Ardó,February 2; 2010 ,Biophysics and Computational Biology,6.0,6,"(161, 3, 53.666666666666664)",2-s2.0-76649094292,24780320300
687,687,687,687,The structure of ribosome-lankacidin complex reveals ribosomal sites for synergistic antibiotics,Tamar Auerbach; Inbal Mermershtain; Chen Davidovich; Anat Bashan; Matthew Belousoff; Itai Wekselman; Ella Zimmerman; Liqun Xiong; Dorota Klepacki; Kenji Arakawa; Haruyasu Kinashi; Alexander S. Mankin; and Ada Yonath,Tamar Auerbach,February 2; 2010 ,Biophysics and Computational Biology,32.0,14,"(11, 1, 11.0)",2-s2.0-76649088360,6603676687
688,688,688,688,Computational and single-molecule force studies of a macro domain protein reveal a key molecular determinant for mechanical stability,Dora L. Guzmán; Arlo Randall; Pierre Baldi; and Zhibin Guan,Dora L. Guzmán,February 2; 2010 ,Biophysics and Computational Biology,37.0,2,"(13, 1, 13.0)",2-s2.0-76649112096,24472708700
689,689,689,689,Metal templated design of protein interfaces,Eric N. Salgado; Xavier I. Ambroggio; Jeffrey D. Brodin; Richard A. Lewis; Brian Kuhlman; and F. Akif Tezcan,Eric N. Salgado,February 2; 2010 ,Biophysics and Computational Biology,74.0,9,"(98, 2, 49.0)",2-s2.0-76649090986,22958760500
690,690,690,690,Millisecond timescale fluctuations in dihydrofolate reductase are exquisitely sensitive to the bound ligands,David D. Boehr; Dan McElheny; H. Jane Dyson; and Peter E. Wright,David D. Boehr,January 26; 2010 ,Biophysics and Computational Biology,90.0,18,"(1183, 5, 236.6)",2-s2.0-76549109225,6602972858
691,691,691,691,Mechanistic details of a protein–protein association pathway revealed by paramagnetic relaxation enhancement titration measurements,Nicolas L. Fawzi; Michaeleen Doucleff; Jeong-Yong Suh; and G. Marius Clore,Nicolas L. Fawzi,January 26; 2010 ,Biophysics and Computational Biology,48.0,20,"(207, 4, 51.75)",2-s2.0-76549128494,9433202400
692,692,692,692,Solution structure of the cap-independent translational enhancer and ribosome-binding element in the 3′ UTR of turnip crinkle virus,Xiaobing Zuo; Jinbu Wang; Ping Yu; Dan Eyler; Huan Xu; Mary R. Starich; David M. Tiede; Anne E. Simon; Wojciech Kasprzak; Charles D. Schwieters; Bruce A. Shapiro; and Yun-Xing Wang,Xiaobing Zuo,January 26; 2010 ,Biophysics and Computational Biology,57.0,35,"(226, 8, 28.25)",2-s2.0-76549124254,7103215858
693,693,693,693,Bacterial strategies for chemotaxis response,Antonio Celani and Massimo Vergassola,Antonio Celani,January 26; 2010 ,Biophysics and Computational Biology,85.0,32,"(150, 8, 18.75)",2-s2.0-76549110816,7004308299
694,694,694,694,Platform for in situ real-time measurement of protein-induced conformational changes of DNA,Philipp S. Spuhler; Jelena Knežević; Ayça Yalçin; Qiuye Bao; Erika Pringsheim; Peter Dröge; Ulrich Rant; and M. Selim Ünlü,Philipp S. Spuhler,January 26; 2010 ,Biophysics and Computational Biology,25.0,5,"(0, 0, 0)",2-s2.0-76549100193,26322138400
695,695,695,695,Blueprint for antimicrobial hit discovery targeting metabolic networks,Y. Shen; J. Liu; G. Estiu; B. Isin; Y-Y. Ahn; D-S. Lee; A-L. Barabási; V. Kapatral; O. Wiest; and Z. N. Oltvai,Y. Shen,January 19; 2010 ,Biophysics and Computational Biology,74.0,1,"(0, 0, 0)",2-s2.0-75749105082,36017562700
696,696,696,696,Coordinate-dependent diffusion in protein folding,Robert B. Best and Gerhard Hummer,Robert B. Best,January 19; 2010 ,Biophysics and Computational Biology,166.0,46,"(1262, 12, 105.16666666666667)",2-s2.0-75749153687,7101781443
697,697,697,697,Origin and temperature dependence of radiation damage in biological samples at cryogenic temperatures,Alke Meents; Sascha Gutmann; Armin Wagner; and Clemens Schulze-Briese,Alke Meents,January 19; 2010 ,Biophysics and Computational Biology,91.0,18,"(137, 15, 9.133333333333333)",2-s2.0-75749092651,6505861767
698,698,698,698,Swimming bacteria power microscopic gears,Andrey Sokolov; Mario M. Apodaca; Bartosz A. Grzybowski; and Igor S. Aranson,Andrey Sokolov,January 19; 2010 ,Biophysics and Computational Biology,222.0,16,"(380, 7, 54.285714285714285)",2-s2.0-75749132870,46461976900
699,699,699,699,Consensus motif for integrin transmembrane helix association,Bryan W. Berger; Daniel W. Kulp; Lisa M. Span; Jessica L. DeGrado; Paul C. Billings; Alessandro Senes; Joel S. Bennett; and William F. DeGrado,Bryan W. Berger,January 12; 2010 ,Biophysics and Computational Biology,47.0,13,"(180, 2, 90.0)",2-s2.0-76249120625,7201838426
700,700,700,700,Spontaneous formation of the unlocked state of the ribosome is a multistep process,James B. Munro; Roger B. Altman; Chang-Shung Tung; Jamie H. D. Cate; Kevin Y. Sanbonmatsu; and Scott C. Blanchard,James B. Munro,January 12; 2010 ,Biophysics and Computational Biology,88.0,20,"(216, 4, 54.0)",2-s2.0-76249114762,15848848300
701,701,701,701,Conformational transitions in DNA polymerase I revealed by single-molecule FRET,Yusdi Santoso; Catherine M. Joyce; Olga Potapova; Ludovic Le Reste; Johannes Hohlbein; Joseph P. Torella; Nigel D. F. Grindley; and Achillefs N. Kapanidis,Yusdi Santoso,January 12; 2010 ,Biophysics and Computational Biology,145.0,7,"(16, 1, 16.0)",2-s2.0-76249127905,23393613000
702,702,702,702,Actin polymerization driven mitochondrial transport in mating S. cerevisiae,Eric N. Senning and Andrew H. Marcus,Eric N. Senning,January 12; 2010 ,Biophysics and Computational Biology,22.0,5,"(20, 3, 6.666666666666667)",2-s2.0-76249130751,22035923700
703,703,703,703,Controlled surface-induced flows from the motion of self-assembled colloidal walkers,Charles E. Sing; Lothar Schmid; Matthias F. Schneider; Thomas Franke; and Alfredo Alexander-Katz,Charles E. Sing,January 12; 2010 ,Biophysics and Computational Biology,92.0,18,"(29, 1, 29.0)",2-s2.0-76249122181,36017458800
704,704,704,704,Stereoelectronic and steric effects in side chains preorganize a protein main chain,Matthew D. Shoulders; Kenneth A. Satyshur; Katrina T. Forest; and Ronald T. Raines,Matthew D. Shoulders,January 12; 2010 ,Biophysics and Computational Biology,95.0,13,"(91, 3, 30.333333333333332)",2-s2.0-76249128181,14030327100
705,705,705,705,L3MBTL1 polycomb protein; a candidate tumor suppressor in del(20q12) myeloid disorders; is essential for genome stability,Nadia Gurvich; Fabiana Perna; Andrea Farina; Francesca Voza; Silvia Menendez; Jerard Hurwitz; and Stephen D. Nimer,Nadia Gurvich,December 28; 2010 ,Cell Biology,52.0,4,"(104, 1, 104.0)",2-s2.0-78651107405,6603939185
706,706,706,706,Syntaxin N-terminal peptide motif is an initiation factor for the assembly of the SNARE–Sec1/Munc18 membrane fusion complex,Shailendra S. Rathore; Eric G. Bend; Haijia Yu; Marc Hammarlund; Erik M. Jorgensen; and Jingshi Shen,Shailendra S. Rathore,December 28; 2010 ,Cell Biology,69.0,11,"(51, 2, 25.5)",2-s2.0-78651078463,36515428200
707,707,707,707,JNK1 controls mast cell degranulation and IL-1β production in inflammatory arthritis,Monica Guma; Jun-ichi Kashiwakura; Brian Crain; Yuko Kawakami; Bruce Beutler; Gary S. Firestein; Toshiaki Kawakami; Michael Karin; and Maripat Corr,Monica Guma,December 21; 2010 ,Cell Biology,36.0,-1,0,0,0
708,708,708,708,Imaging T-cell receptor activation reveals accumulation of tyrosine-phosphorylated CD3ζ in the endosomal compartment,Ivan A. Yudushkin and Ronald D. Vale,Ivan A. Yudushkin,December 21; 2010 ,Cell Biology,35.0,-1,0,0,0
709,709,709,709,RNA-dependent control of gene amplification,Gero Heyse; Franziska Jönsson; Wei-Jen Chang; and Hans J. Lipps,Gero Heyse,December 21; 2010 ,Cell Biology,30.0,1,"(0, 0, 0)",2-s2.0-78650663272,37072330600
710,710,710,710,RNA-mediated epigenetic regulation of DNA copy number,Mariusz Nowacki; Joanna E. Haye; Wenwen Fang; Vikram Vijayan; and Laura F. Landweber,Mariusz Nowacki,December 21; 2010 ,Cell Biology,37.0,17,"(483, 5, 96.6)",2-s2.0-78650644338,7005036189
711,711,711,711,Dissection of SNARE-driven membrane fusion and neuroexocytosis by wedging small hydrophobic molecules into the SNARE zipper,Yoosoo Yang; Jae Yoon Shin; Jung-Mi Oh; Chang Hwa Jung; Yunha Hwang; Sehyun Kim; Jun-Seob Kim; Kee-Jung Yoon; Ji-Young Ryu; Jaeil Shin; Jae Sung Hwang; Tae-Young Yoon; Yeon-Kyun Shin; and Dae-Hyuk Kweon,Yoosoo Yang,December 21; 2010 ,Cell Biology,26.0,10,"(47, 6, 7.833333333333333)",2-s2.0-78650641528,24333724000
712,712,712,712,MicroRNA-125b expands hematopoietic stem cells and enriches for the lymphoid-balanced and lymphoid-biased subsets,A. G. Lisa Ooi; Debashis Sahoo; Maddalena Adorno; Yulei Wang; Irving L. Weissman; and Christopher Y. Park,A. G. Lisa Ooi,December 14; 2010 ,Cell Biology,122.0,3,"(113, 2, 56.5)",2-s2.0-78650722292,26531605900
713,713,713,713,Selective high-level expression of epsin 3 in gastric parietal cells; where it is localized at endocytic sites of apical canaliculi,Genevieve Ko; Summer Paradise; Hong Chen; Morven Graham; Manuela Vecchi; Fabrizio Bianchi; Ottavio Cremona; Pier Paolo Di Fiore; and Pietro De Camilli,Genevieve Ko,December 14; 2010 ,Cell Biology,14.0,5,"(305, 2, 152.5)",2-s2.0-78650737073,35102591700
714,714,714,714,The major α-tubulin K40 acetyltransferase αTAT1 promotes rapid ciliogenesis and efficient mechanosensation,Toshinobu Shida; Juan G. Cueva; Zhenjie Xu; Miriam B. Goodman; and Maxence V. Nachury,Toshinobu Shida,December 14; 2010 ,Cell Biology,167.0,-1,0,0,0
715,715,715,715,A vesicle carrier that mediates peroxisome protein traffic from the endoplasmic reticulum,Sheung Kwan Lam; Naofumi Yoda; and Randy Schekman,Sheung Kwan Lam,December 14; 2010 ,Cell Biology,68.0,11,"(160, 3, 53.333333333333336)",2-s2.0-79959777921,18634519200
716,716,716,716,Hoxb4 transduction down-regulates Geminin protein; providing hematopoietic stem and progenitor cells with proliferation potential,Yoshinori Ohno; Shin'ichiro Yasunaga; Motoaki Ohtsubo; Sayaka Mori; Miyuki Tsumura; Satoshi Okada; Tomohiko Ohta; Kiyoshi Ohtani; Masao Kobayashi; and Yoshihiro Takihara,Yoshinori Ohno,December 14; 2010 ,Cell Biology,21.0,5,"(43, 1, 43.0)",2-s2.0-78650747684,7401514791
717,717,717,717,Pathology tissue–chromatin immunoprecipitation; coupled with high-throughput sequencing; allows the epigenetic profiling of patient samples,Mirco Fanelli; Stefano Amatori; Iros Barozzi; Matias Soncini; Roberto Dal Zuffo; Gabriele Bucci; Maria Capra; Micaela Quarto; Gaetano Ivan Dellino; Ciro Mercurio; Myriam Alcalay; Giuseppe Viale; Pier Giuseppe Pelicci; and Saverio Minucci,Mirco Fanelli,December 14; 2010 ,Cell Biology,28.0,20,"(77, 2, 38.5)",2-s2.0-78650735022,7101870591
718,718,718,718,Specific erythroid-lineage defect in mice conditionally deficient for Mediator subunit Med1,Melanie Stumpf; Xiaojing Yue; Sandra Schmitz; Hervé Luche; Janardan K. Reddy; and Tilman Borggrefe,Melanie Stumpf,December 14; 2010 ,Cell Biology,26.0,4,"(0, 0, 0)",2-s2.0-78650731391,15520090800
719,719,719,719,Profilin1 regulates PI(3;4)P2 and lamellipodin accumulation at the leading edge thus influencing motility of MDA-MB-231 cells,Yong Ho Bae; Zhijie Ding; Tuhin Das; Alan Wells; Frank Gertler; and Partha Roy,Yong Ho Bae,December 14; 2010 ,Cell Biology,55.0,-1,0,0,0
720,720,720,720,KIAA1018/FAN1 nuclease protects cells against genomic instability induced by interstrand cross-linking agents,Kazunori Yoshikiyo; Katja Kratz; Kouji Hirota; Kana Nishihara; Minoru Takata; Hitoshi Kurumizaka; Satoshi Horimoto; Shunichi Takeda; and Josef Jiricny,Kazunori Yoshikiyo,December 14; 2010 ,Cell Biology,48.0,4,"(0, 0, 0)",2-s2.0-78650734182,57188658063
721,721,721,721,Reversible methylation of promoter-bound STAT3 by histone-modifying enzymes,Jinbo Yang; Jing Huang; Maupali Dasgupta; Nathan Sears; Masaru Miyagi; Benlian Wang; Mark R. Chance; Xing Chen; Yuping Du; Yuxin Wang; Lizhe An; Qin Wang; Tao Lu; Xiaodong Zhang; Zhenghe Wang; and George R. Stark,Jinbo Yang,December 14; 2010 ,Cell Biology,132.0,15,"(208, 3, 69.33333333333333)",2-s2.0-78650717706,8312454200
722,722,722,722,Dynamics of podosome stiffness revealed by atomic force microscopy,Anna Labernadie; Christophe Thibault; Christophe Vieu; Isabelle Maridonneau-Parini; and Guillaume M. Charrière,Anna Labernadie,December 7; 2010 ,Cell Biology,73.0,6,"(0, 0, 0)",2-s2.0-78650445682,37061205000
723,723,723,723,Centrosomal protein of 192 kDa (Cep192) promotes centrosome-driven spindle assembly by engaging in organelle-specific Aurora A activation,Vladimir Joukov; Arcangela De Nicolo; Alison Rodriguez; Johannes C. Walter; and David M. Livingston,Vladimir Joukov,December 7; 2010 ,Cell Biology,50.0,25,"(0, 0, 0)",2-s2.0-78650484299,6602730719
724,724,724,724,β-Blocker drugs mediate calcium signaling in native central nervous system neurons by β-arrestin–biased agonism,Anastassios V. Tzingounis; Mark von Zastrow; and Guillermo A. Yudowski,Anastassios V. Tzingounis,December 7; 2010 ,Cell Biology,14.0,18,"(63, 1, 63.0)",2-s2.0-78650496358,6508205640
725,725,725,725,Sumoylation activates the transcriptional activity of Pax-6; an important transcription factor for eye and brain development,Qin Yan; Lili Gong; Mi Deng; Lan Zhang; Shuming Sun; Jiao Liu; Haili Ma; Dan Yuan; Pei-Chao Chen; Xiaohui Hu; Jinping Liu; Jichao Qin; Ling Xiao; Xiao-Qin Huang; Jian Zhang; and David Wan-Cheng Li,Qin Yan,December 7; 2010 ,Cell Biology,55.0,14,"(44, 1, 44.0)",2-s2.0-78650462563,37062328000
