title,authors,firstAuthor,date,category,citationNumber
mTOR associates with TFIIIC; is found at tRNA and 5S rRNA genes; and targets their repressor Maf1,Theodoros Kantidakis; Ben A. Ramsbottom; Joanna L. Birch; Sarah N. Dowding; and Robert J. White,Theodoros Kantidakis,June 29; 2010 ,Cell Biology,109
Activity of any class IA PI3K isoform can sustain cell proliferation and survival,Lazaros C. Foukas; Inma M. Berenjeno; Alexander Gray; Asim Khwaja; and Bart Vanhaesebroeck,Lazaros C. Foukas,June 22; 2010 ,Cell Biology,88
Ouabain modulates epithelial cell tight junction,Isabel Larre; Amparo Lazaro; Ruben G. Contreras; Maria S. Balda; Karl Matter; Catalina Flores-Maldonado; Arturo Ponce; David Flores-Benitez; Ruth Rincon-Heredia; Teresita Padilla-Benavides; Aída Castillo; Liora Shoshani; and Marcelino Cereijido,Isabel Larre,June 22; 2010 ,Cell Biology,49
Hsp 70/Hsp 90 organizing protein as a nitrosylation target in cystic fibrosis therapy,Nadzeya V. Marozkina; Sean Yemen; Molly Borowitz; Lei Liu; Melissa Plapp; Fei Sun; Rafique Islam; Petra Erdmann-Gilmore; R. Reid Townsend; Cheryl F. Lichti; Sneha Mantri; Phillip W. Clapp; Scott H. Randell; Benjamin Gaston; and Khalequz Zaman,Nadzeya V. Marozkina,June 22; 2010 ,Cell Biology,42
Regulation of blood–testis barrier dynamics by TGF-β3 is a Cdc42-dependent protein trafficking event,Elissa W. P. Wong; Dolores D. Mruk; Will M. Lee; and C. Yan Cheng,Elissa W. P. Wong,June 22; 2010 ,Cell Biology,40
PMCA2 regulates apoptosis during mammary gland involution and predicts outcome in breast cancer,Joshua VanHouten; Catherine Sullivan; Caroline Bazinet; Tom Ryoo; Robert Camp; David L. Rimm; Gina Chung; and John Wysolmerski,Joshua VanHouten,June 22; 2010 ,Cell Biology,47
Restricted Arp3 expression in the testis prevents blood–testis barrier disruption during junction restructuring at spermatogenesis,Pearl P. Y. Lie; Apple Y. N. Chan; Dolores D. Mruk; Will M. Lee; and C. Yan Cheng,Pearl P. Y. Lie,June 22; 2010 ,Cell Biology,65
Regulation of Golgi structure and secretion by receptor-induced G protein βγ complex translocation,Deepak Kumar Saini; W. K. Ajith Karunarathne; Nataraju Angaswamy; Deepti Saini; Joon-Ho Cho; Vani Kalyanaraman; and Narasimhan Gautam,Deepak Kumar Saini,June 22; 2010 ,Cell Biology,35
Inhibitor of growth-4 promotes IκB promoter activation to suppress NF-κB signaling and innate immunity,Andrew H. Coles; Hugh Gannon; Anna Cerny; Evelyn Kurt-Jones; and Stephen N. Jones,Andrew H. Coles,June 22; 2010 ,Cell Biology,31
Regulation of PTEN/Akt and MAP kinase signaling pathways by the ubiquitin ligase activators Ndfip1 and Ndfip2,Thomas Mund and Hugh R. B. Pelham,Thomas Mund,June 22; 2010 ,Cell Biology,38
Synaptonemal complex formation and meiotic checkpoint signaling are linked to the lateral element protein Red1,Christian S. Eichinger and Stefan Jentsch,Christian S. Eichinger,June 22; 2010 ,Cell Biology,32
Dictyostelium amoebae and neutrophils can swim,Nicholas P. Barry and Mark S. Bretscher,Nicholas P. Barry,June 22; 2010 ,Cell Biology,46
Pseudopodium-enriched atypical kinase 1 regulates the cytoskeleton and cancer progression,Yingchun Wang; Jonathan A. Kelber; Hop S. Tran Cao; Greg T. Cantin; Rui Lin; Wei Wang; Sharmeela Kaushal; Jeanne M. Bristow; Thomas S. Edgington; Robert M. Hoffman; Michael Bouvet; John R. Yates III; and Richard L. Klemke,Yingchun Wang,June 15; 2010 ,Cell Biology,48
A fluorophore ligase for site-specific protein labeling inside living cells,Chayasith Uttamapinant; Katharine A. White; Hemanta Baruah; Samuel Thompson; Marta Fernández-Suárez; Sujiet Puthenveetil; and Alice Y. Ting,Chayasith Uttamapinant,June 15; 2010 ,Cell Biology,179
A super-resolution map of the vertebrate kinetochore,Susana Abreu Ribeiro; Paola Vagnarelli; Yimin Dong; Tetsuya Hori; Bruce F. McEwen; Tatsuo Fukagawa; Cristina Flors; and William C. Earnshaw,Susana Abreu Ribeiro,June 8; 2010 ,Cell Biology,120
Tubulin polyglutamylation is essential for airway ciliary function through the regulation of beating asymmetry,Koji Ikegami; Showbu Sato; Kenji Nakamura; Lawrence E. Ostrowski; and Mitsutoshi Setou,Koji Ikegami,June 8; 2010 ,Cell Biology,64
NADPH oxidase activity controls phagosomal proteolysis in macrophages through modulation of the lumenal redox environment of phagosomes,Joanna M. Rybicka; Dale R. Balce; Morgan F. Khan; Regina M. Krohn; and Robin M. Yates,Joanna M. Rybicka,June 8; 2010 ,Cell Biology,68
Conserved role for autophagy in Rho1-mediated cortical remodeling and blood cell recruitment,Pavan Kadandale; Joshua D. Stender; Christopher K. Glass; and Amy A. Kiger,Pavan Kadandale,June 8; 2010 ,Cell Biology,34
A circadian-regulated gene; Nocturnin; promotes adipogenesis by stimulating PPAR-γ nuclear translocation,Masanobu Kawai; Carla B. Green; Beata Lecka-Czernik; Nicholas Douris; Misty R. Gilbert; Shihoko Kojima; Cheryl Ackert-Bicknell; Neha Garg; Mark C. Horowitz; Martin L. Adamo; David R. Clemmons; and Clifford J. Rosen,Masanobu Kawai,June 8; 2010 ,Cell Biology,74
Function of Apollo (SNM1B) at telomere highlighted by a splice variant identified in a patient with Hoyeraal–Hreidarsson syndrome,Fabien Touzot; Isabelle Callebaut; Jean Soulier; Laetitia Gaillard; Chantal Azerrad; Anne Durandy; Alain Fischer; Jean-Pierre de Villartay; and Patrick Revy,Fabien Touzot,June 1; 2010 ,Cell Biology,49
Mechanical tugging force regulates the size of cell–cell junctions,Zhijun Liu; John L. Tan; Daniel M. Cohen; Michael T. Yang; Nathan J. Sniadecki; Sami Alom Ruiz; Celeste M. Nelson; and Christopher S. Chen,Zhijun Liu,June 1; 2010 ,Cell Biology,348
External and internal constraints on eukaryotic chemotaxis,Danny Fuller; Wen Chen; Micha Adler; Alex Groisman; Herbert Levine; Wouter-Jan Rappel; and William F. Loomis,Danny Fuller,May 25; 2010 ,Cell Biology,78
Paradoxical suppression of cellular senescence by p53,Zoya N. Demidenko; Lioubov G. Korotchkina; Andrei V. Gudkov; and Mikhail V. Blagosklonny,Zoya N. Demidenko,May 25; 2010 ,Cell Biology,200
Circadian-independent cell mitosis in immortalized fibroblasts,Mijung Yeom; Julie S. Pendergast; Yoshihiro Ohmiya; and Shin Yamazaki,Mijung Yeom,May 25; 2010 ,Cell Biology,34
KDM8; a H3K36me2 histone demethylase that acts in the cyclin A1 coding region to regulate cancer cell proliferation,Datsun A. Hsia; Clifford G. Tepper; Mamata R. Pochampalli; Elaine Y. C. Hsia; Chie Izumiya; Steve B. Huerta; Michael E. Wright; Hong-Wu Chen; Hsing-Jien Kung; and Yoshihiro Izumiya,Datsun A. Hsia,May 25; 2010 ,Cell Biology,78
Unique characteristics of Ca2+ homeostasis of the trans-Golgi compartment,Valentina Lissandron; Paola Podini; Paola Pizzo; and Tullio Pozzan,Valentina Lissandron,May 18; 2010 ,Cell Biology,51
Core 1-derived O-glycans are essential E-selectin ligands on neutrophils,Tadayuki Yago; Jianxin Fu; J. Michael McDaniel; Jonathan J. Miner; Rodger P. McEver; and Lijun Xia,Tadayuki Yago,May 18; 2010 ,Cell Biology,46
C/EBPδ targets cyclin D1 for proteasome-mediated degradation via induction of CDC27/APC3 expression,Snehalata A. Pawar; Tapasree Roy Sarkar; Kuppusamy Balamurugan; Shikha Sharan; Jun Wang; Youhong Zhang; Steven F. Dowdy; A-Mei Huang; and Esta Sterneck,Snehalata A. Pawar,May 18; 2010 ,Cell Biology,37
SIRT1 regulates Dishevelled proteins and promotes transient and constitutive Wnt signaling,Kimberly R. Holloway; Tara N. Calhoun; Madhurima Saxena; Cheynita F. Metoyer; Ethan F. Kandler; Chantal A. Rivera; and Kevin Pruitt,Kimberly R. Holloway,May 18; 2010 ,Cell Biology,63
Tandem fluorescence imaging of dynamic S-acylation and protein turnover,Mingzi M. Zhang; Lun K. Tsou; Guillaume Charron; Anuradha S. Raghavan; and Howard C. Hang,Mingzi M. Zhang,May 11; 2010 ,Cell Biology,64
Prion induction involves an ancient system for the sequestration of aggregated proteins and heritable changes in prion fragmentation,Jens Tyedmers; Sebastian Treusch; Jijun Dong; J. Michael McCaffery; Brooke Bevis; and Susan Lindquist,Jens Tyedmers,May 11; 2010 ,Cell Biology,80
Molecular basis for SH3 domain regulation of F-BAR–mediated membrane deformation,Yijian Rao; Qingjun Ma; Ardeschir Vahedi-Faridi; Anna Sundborger; Arndt Pechstein; Dmytro Puchkov; Lin Luo; Oleg Shupliakov; Wolfram Saenger; and Volker Haucke,Yijian Rao,May 4; 2010 ,Cell Biology,82
Postreplication gaps at UV lesions are signals for checkpoint activation,A. John Callegari; Emily Clark; Amanda Pneuman; and Thomas J. Kelly,A. John Callegari,May 4; 2010 ,Cell Biology,35
Acute manipulation of Golgi phosphoinositides to assess their importance in cellular trafficking and signaling,Zsofia Szentpetery; Peter Várnai; and Tamas Balla,Zsofia Szentpetery,May 4; 2010 ,Cell Biology,80
microRNA 17/20 inhibits cellular invasion and tumor metastasis in breast cancer by heterotypic signaling,Zuoren Yu; Nicole E. Willmarth; Jie Zhou; Sanjay Katiyar; Min Wang; Yang Liu; Peter A. McCue; Andrew A. Quong; Michael P. Lisanti; and Richard G. Pestell,Zuoren Yu,May 4; 2010 ,Cell Biology,151
MLCK-dependent exchange and actin binding region-dependent anchoring of ZO-1 regulate tight junction barrier function,Dan Yu; Amanda M. Marchiando; Christopher R. Weber; David R. Raleigh; Yingmin Wang; Le Shen; and Jerrold R. Turner,Dan Yu,May 4; 2010 ,Cell Biology,100
Histone deacetylase 1 (HDAC1); but not HDAC2; controls embryonic stem cell differentiation,Oliver M. Dovey; Charles T. Foster; and Shaun M. Cowley,Oliver M. Dovey,May 4; 2010 ,Cell Biology,152
The Hippo–Salvador pathway restrains hepatic oval cell proliferation; liver size; and liver tumorigenesis,Kwang-Pyo Lee; Joo-Hyeon Lee; Tae-Shin Kim; Tack-Hoon Kim; Hee-Dong Park; Jin-Seok Byun; Min-Chul Kim; Won-Il Jeong; Diego F. Calvisi; Jin-Man Kim; and Dae-Sik Lim,Kwang-Pyo Lee,May 4; 2010 ,Cell Biology,234
Multiple modes of interconverting dynamic pattern formation by bacterial cell division proteins,Vassili Ivanov and Kiyoshi Mizuuchi,Vassili Ivanov,May 4; 2010 ,Cell Biology,55
Model-based method for transcription factor target identification with limited data,Antti Honkela; Charles Girardot; E. Hilary Gustafson; Ya-Hsin Liu; Eileen E. M. Furlong; Neil D. Lawrence; and Magnus Rattray,Antti Honkela,April 27; 2010 ,Cell Biology,54
Fetal liver hepatic progenitors are supportive stromal cells for hematopoietic stem cells,Song Chou and Harvey F. Lodish,Song Chou,April 27; 2010 ,Cell Biology,51
Protein transduction from retroviral Gag precursors,Christine Voelkel; Melanie Galla; Tobias Maetzig; Eva Warlich; Johannes Kuehle; Daniela Zychlinski; Juergen Bode; Tobias Cantz; Axel Schambach; and Christopher Baum,Christine Voelkel,April 27; 2010 ,Cell Biology,87
Trs85 directs a Ypt1 GEF; TRAPPIII; to the phagophore to promote autophagy,Molly A. Lynch-Day; Deepali Bhandari; Shekar Menon; Ju Huang; Huaqing Cai; Clinton R. Bartholomew; John H. Brumell; Susan Ferro-Novick; and Daniel J. Klionsky,Molly A. Lynch-Day,April 27; 2010 ,Cell Biology,134
Induction of fatty acid synthesis is a key requirement for phagocytic differentiation of human monocytes,Josef Ecker; Gerhard Liebisch; Marion Englmaier; Margot Grandl; Horst Robenek; and Gerd Schmitz,Josef Ecker,April 27; 2010 ,Cell Biology,81
Microtubule-mediated transport of the tumor-suppressor protein Merlin and its mutants,Lorena B. Benseñor; Kari Barlan; Sarah E. Rice; Richard G. Fehon; and Vladimir I. Gelfand,Lorena B. Benseñor,April 20; 2010 ,Cell Biology,19
Histone H3K27 methyltransferase Ezh2 represses Wnt genes to facilitate adipogenesis,Lifeng Wang; Qihuang Jin; Ji-Eun Lee; I-hsin Su; and Kai Ge,Lifeng Wang,April 20; 2010 ,Cell Biology,120
Plk4 is required for cytokinesis and maintenance of chromosomal stability,Carla O. Rosario; Michael A. Ko; Yosr Z. Haffani; Rebecca A. Gladdy; Jana Paderova; Aaron Pollett; Jeremy A. Squire; James W. Dennis; and Carol J. Swallow,Carla O. Rosario,April 13; 2010 ,Cell Biology,52
Myosin-dependent endoplasmic reticulum motility and F-actin organization in plant cells,Haruko Ueda; Etsuo Yokota; Natsumaro Kutsuna; Tomoo Shimada; Kentaro Tamura; Teruo Shimmen; Seiichiro Hasezawa; Valerian V. Dolja; and Ikuko Hara-Nishimura,Haruko Ueda,April 13; 2010 ,Cell Biology,166
Blocking the Wnt pathway; a unifying mechanism for an angiogenic inhibitor in the serine proteinase inhibitor family,Bin Zhang; Jose G. Abreu; Kevin Zhou; Ying Chen; Yang Hu; Ti Zhou; Xi He; and Jian-xing Ma,Bin Zhang,April 13; 2010 ,Cell Biology,54
Activation of the planar cell polarity formin DAAM1 leads to inhibition of endothelial cell proliferation; migration; and angiogenesis,Rong Ju; Pasquale Cirone; Shengda Lin; Hilary Griesbach; Diane C. Slusarski; and Craig M. Crews,Rong Ju,April 13; 2010 ,Cell Biology,38
Mig-6 controls EGFR trafficking and suppresses gliomagenesis,Haoqiang Ying; Hongwu Zheng; Kenneth Scott; Ruprecht Wiedemeyer; Haiyan Yan; Carol Lim; Joseph Huang; Sabin Dhakal; Elena Ivanova; Yonghong Xiao; Hailei Zhang; Jian Hu; Jayne M. Stommel; Michelle A. Lee; An-Jou Chen; Ji-Hye Paik; Oreste Segatto; Cameron Brennan; Lisa A. Elferink; Y. Alan Wang; Lynda Chin; and Ronald A. DePinho,Haoqiang Ying,April 13; 2010 ,Cell Biology,61
An unconventional myosin required for cell polarization and chemotaxis,Laura M. Breshears; Deborah Wessels; David R. Soll; and Margaret A. Titus,Laura M. Breshears,April 13; 2010 ,Cell Biology,16
HuR regulates the expression of stress-sensitive genes and mediates inflammatory response in human umbilical vein endothelial cells,Won Jong Rhee; Chih-Wen Ni; Zhilan Zheng; Kyunghwa Chang; Hanjoong Jo; and Gang Bao,Won Jong Rhee,April 13; 2010 ,Cell Biology,55
Attenuation of Forkhead signaling by the retinal determination factor DACH1,Jie Zhou; Chenguang Wang; Zhibin Wang; Will Dampier; Kongming Wu; Mathew C. Casimiro; Iouri Chepelev; Vladimir M. Popov; Andrew Quong; Aydin Tozeren; Keji Zhao; Michael P. Lisanti; and Richard G. Pestell,Jie Zhou,April 13; 2010 ,Cell Biology,34
A minority of foci or pan-nuclear apoptotic staining of γH2AX in the S phase after UV damage contain DNA double-strand breaks,Sebastien de Feraudy; Ingrid Revet; Vladimir Bezrookove; Luzviminda Feeney; and James E. Cleaver,Sebastien de Feraudy,April 13; 2010 ,Cell Biology,100
Induction of cortical endoplasmic reticulum by dimerization of a coatomer-binding peptide anchored to endoplasmic reticulum membranes,Grégory Lavieu; Lelio Orci; Lei Shi; Michael Geiling; Mariella Ravazzola; Felix Wieland; Pierre Cosson; and James E. Rothman,Grégory Lavieu,April 13; 2010 ,Cell Biology,32
Notch-activated signaling cascade interacts with mitochondrial remodeling proteins to regulate cell survival,Lakshmi R. Perumalsamy; Manjula Nagala; and Apurva Sarin,Lakshmi R. Perumalsamy,April 13; 2010 ,Cell Biology,52
A genome-scale protein interaction profile of Drosophila p53 uncovers additional nodes of the human p53 network,Andrea Lunardi; Giulio Di Minin; Paolo Provero; Marco Dal Ferro; Marcello Carotti; Giannino Del Sal; and Licio Collavin,Andrea Lunardi,April 6; 2010 ,Cell Biology,33
Functional delivery of viral miRNAs via exosomes,D. Michiel Pegtel; Katherine Cosmopoulos; David A. Thorley-Lawson; Monique A. J. van Eijndhoven; Erik S. Hopmans; Jelle L. Lindenberg; Tanja D. de Gruijl; Thomas Würdinger; and Jaap M. Middeldorp,D. Michiel Pegtel,April 6; 2010 ,Cell Biology,702
P53-induced microRNA-107 inhibits HIF-1 and tumor angiogenesis,Munekazu Yamakuchi; Craig D. Lotterman; Clare Bao; Ralph H. Hruban; Baktiar Karim; Joshua T. Mendell; David Huso; and Charles J. Lowenstein,Munekazu Yamakuchi,April 6; 2010 ,Cell Biology,231
Annexin A1 regulates TGF-β signaling and promotes metastasis formation of basal-like breast cancer cells,Marjo de Graauw; Martine H. van Miltenburg; Marjanka K. Schmidt; Chantal Pont; Reshma Lalai; Joelle Kartopawiro; Evangelia Pardali; Sylvia E. Le Dévédec; Vincent T. Smit; Annemieke van der Wal; Laura J. Van't Veer; Anne-Marie Cleton-Jansen; Peter ten Dijke; and Bob van de Water,Marjo de Graauw,April 6; 2010 ,Cell Biology,100
Coordination of Rab8 and Rab11 in primary ciliogenesis,Andreas Knödler; Shanshan Feng; Jian Zhang; Xiaoyu Zhang; Amlan Das; Johan Peränen; and Wei Guo,Andreas Knödler,April 6; 2010 ,Cell Biology,209
Lack of p21 expression links cell cycle control and appendage regeneration in mice,Khamilia Bedelbaeva; Andrew Snyder; Dmitri Gourevitch; Lise Clark; Xiang-Ming Zhang; John Leferovich; James M. Cheverud; Paul Lieberman; and Ellen Heber-Katz,Khamilia Bedelbaeva,March 30; 2010 ,Cell Biology,110
Hypoxia converts the myogenic action of insulin-like growth factors into mitogenic action by differentially regulating multiple signaling pathways,Hongxia Ren; Domenico Accili; and Cunming Duan,Hongxia Ren,March 30; 2010 ,Cell Biology,55
Src kinase regulates the integrity and function of the Golgi apparatus via activation of dynamin 2,Shaun G. Weller; Mirco Capitani; Hong Cao; Massimo Micaroni; Alberto Luini; Michele Sallese; and Mark A. McNiven,Shaun G. Weller,March 30; 2010 ,Cell Biology,58
Antitumor activity of an allosteric inhibitor of centromere-associated protein-E,Kenneth W. Wood; Latesh Lad; Lusong Luo; Xiangping Qian; Steven D. Knight; Neysa Nevins; Katjusa Brejc; David Sutton; Aidan G. Gilmartin; Penelope R. Chua; Radhika Desai; Stephen P. Schauer; Dean E. McNulty; Roland S. Annan; Lisa D. Belmont; Carlos Garcia; Yan Lee; Melody A. Diamond; Leo F. Faucette; Michele Giardiniere; ShuYun Zhang; Chiu-Mei Sun; Justin D. Vidal; Serge Lichtsteiner; William D. Cornwell; Joel D. Greshock; Richard F. Wooster; Jeffrey T. Finer; Robert A. Copeland; Pearl S. Huang; David J. Morgans Jr.; Dashyant Dhanak; Gustave Bergnes; Roman Sakowicz; and Jeffrey R. Jackson,Kenneth W. Wood,March 30; 2010 ,Cell Biology,95
Orm1 and Orm2 are conserved endoplasmic reticulum membrane proteins regulating lipid homeostasis and protein quality control,Sumin Han; Museer A. Lone; Roger Schneiter; and Amy Chang,Sumin Han,March 30; 2010 ,Cell Biology,128
Visualization of JNK activity dynamics with a genetically encoded fluorescent biosensor,Matthew Fosbrink; Nwe-Nwe Aye-Han; Raymond Cheong; Andre Levchenko; and Jin Zhang,Matthew Fosbrink,March 23; 2010 ,Cell Biology,52
Functionally distinct hematopoietic stem cells modulate hematopoietic lineage potential during aging by a mechanism of clonal expansion,Isabel Beerman; Deepta Bhattacharya; Sasan Zandi; Mikael Sigvardsson; Irving L. Weissman; David Bryder; and Derrick J. Rossi,Isabel Beerman,March 23; 2010 ,Cell Biology,264
