,Unnamed: 0,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid,genders,gendersProbability
623,623,Amyloid-like interactions within nucleoporin FG hydrogels,Christian Ader; Steffen Frey; Werner Maas; Hermann Broder Schmidt; Dirk Görlich; and Marc Baldus,Christian Ader,April 6; 2010 ,Biophysics and Computational Biology,79.0,11,"(300, 5, 60.0)",2-s2.0-77950904085,24340583200.0,male,"{'male': 0.9997475743293762, 'female': 0.0002524256706237793}"
624,624,Revealing strengths and weaknesses of methods for gene network inference,Daniel Marbach; Robert J. Prill; Thomas Schaffter; Claudio Mattiussi; Dario Floreano; and Gustavo Stolovitzky,Daniel Marbach,April 6; 2010 ,Biophysics and Computational Biology,333.0,14,"(220, 2, 110.0)",2-s2.0-77950910419,23390053000.0,male,"{'male': 0.9999779462814331, 'female': 2.205371856689453e-05}"
625,625,Bluetongue virus coat protein VP2 contains sialic acid-binding domains; and VP5 resembles enveloped virus fusion proteins,Xing Zhang; Mark Boyce; Bishnupriya Bhattacharya; Xiaokang Zhang; Stan Schein; Polly Roy; and Z. Hong Zhou,Xing Zhang,April 6; 2010 ,Biophysics and Computational Biology,47.0,18,"(350, 2, 175.0)",2-s2.0-77950907290,56063656300.0,andy,"{'male': 0.48972219228744507, 'female': 0.5102778077125549}"
626,626,Subunit interactions in bovine papillomavirus,Matthias Wolf; Robert L. Garcea; Nikolaus Grigorieff; and Stephen C. Harrison,Matthias Wolf,April 6; 2010 ,Biophysics and Computational Biology,103.0,7,"(0, 0, 0)",2-s2.0-77950914670,56589389100.0,male,"{'male': 0.9998904466629028, 'female': 0.00010955333709716797}"
627,627,Two competing orientation patterns explain experimentally observed anomalies in growing actin networks,Julian Weichsel and Ulrich S. Schwarz,Julian Weichsel,April 6; 2010 ,Biophysics and Computational Biology,37.0,7,"(13, 1, 13.0)",2-s2.0-77950872185,24825993700.0,male,"{'male': 0.9999979734420776, 'female': 2.0265579223632812e-06}"
628,628,Lethal protein produced in response to competition between sibling bacterial colonies,Avraham Be’er; Gil Ariel; Oren Kalisman; Yael Helman; Alexandra Sirota-Madi; H.P. Zhang; E.-L. Florin; Shelley M. Payne; Eshel Ben-Jacob; and Harry L. Swinney,Avraham Be’er,April 6; 2010 ,Biophysics and Computational Biology,26.0,14,"(156, 4, 39.0)",2-s2.0-77950908033,6505871317.0,male,"{'male': 0.9999778270721436, 'female': 2.2172927856445312e-05}"
629,629,Intra- and intercellular fluctuations in Min-protein dynamics decrease with cell length,Elisabeth Fischer-Friedrich; Giovanni Meacci; Joe Lutkenhaus; Hugues Chaté; and Karsten Kruse,Elisabeth Fischer-Friedrich,April 6; 2010 ,Biophysics and Computational Biology,29.0,12,"(249, 1, 249.0)",2-s2.0-77950894514,14830187700.0,female,"{'male': 2.1672233785352546e-08, 'female': 0.9999999783277662}"
630,630,Spectral tuning in photoactive yellow protein by modulation of the shape of the excited state energy surface,Andrew F. Philip; Rene A. Nome; George A. Papadantonakis; Norbert F. Scherer; and Wouter D. Hoff,Andrew F. Philip,March 30; 2010 ,Biophysics and Computational Biology,18.0,4,"(32, 1, 32.0)",2-s2.0-77950525147,7102638614.0,male,"{'male': 1.0, 'female': 0.0}"
631,631,Protein-assisted self-assembly of multifunctional nanoparticles,Maxim P. Nikitin; Tatiana A. Zdobnova; Sergey V. Lukash; Oleg A. Stremovskiy; and Sergey M. Deyev,Maxim P. Nikitin,March 30; 2010 ,Biophysics and Computational Biology,62.0,15,"(66, 2, 33.0)",2-s2.0-77950543390,23005296100.0,male,"{'male': 1.0, 'female': 0.0}"
632,632,Principles of conduction and hydrophobic gating in K+ channels,Morten Ø. Jensen; David W. Borhani; Kresten Lindorff-Larsen; Paul Maragakis; Vishwanath Jogini; Michael P. Eastwood; Ron O. Dror; and David E. Shaw,Morten Ø. Jensen,March 30; 2010 ,Biophysics and Computational Biology,172.0,29,"(580, 5, 116.0)",2-s2.0-77950544751,9736210700.0,male,"{'male': 1.0, 'female': 0.0}"
633,633,Fusion of biomimetic stealth probes into lipid bilayer cores,Benjamin D. Almquist and Nicholas A. Melosh,Benjamin D. Almquist,March 30; 2010 ,Biophysics and Computational Biology,60.0,8,"(35, 1, 35.0)",2-s2.0-77950532162,25824554800.0,male,"{'male': 1.0, 'female': 0.0}"
634,634,DNA as a universal substrate for chemical kinetics,David Soloveichik; Georg Seelig; and Erik Winfree,David Soloveichik,March 23; 2010 ,Biophysics and Computational Biology,250.0,14,"(134, 3, 44.666666666666664)",2-s2.0-77950444491,9037986700.0,male,"{'male': 1.0, 'female': 0.0}"
635,635,Hydrophobically stabilized open state for the lateral gate of the Sec translocon,Bin Zhang and Thomas F. Miller III,Bin Zhang,March 23; 2010 ,Biophysics and Computational Biology,36.0,23,"(268, 3, 89.33333333333333)",2-s2.0-77950448361,16023428600.0,andy,"{'male': 0.9976933598518372, 'female': 0.002306640148162842}"
636,636,Maximum entropy models for antibody diversity,Thierry Mora; Aleksandra M. Walczak; William Bialek; and Curtis G. Callan Jr.,Thierry Mora,March 23; 2010 ,Biophysics and Computational Biology,141.0,21,"(139, 5, 27.8)",2-s2.0-77950376484,6701596511.0,male,"{'male': 0.9945231676101685, 'female': 0.005476832389831543}"
637,637,Molecular basis of cyclooxygenase enzymes (COXs) selective inhibition,Vittorio Limongelli; Massimiliano Bonomi; Luciana Marinelli; Francesco Luigi Gervasio; Andrea Cavalli; Ettore Novellino; and Michele Parrinello,Vittorio Limongelli,March 23; 2010 ,Biophysics and Computational Biology,99.0,22,"(140, 4, 35.0)",2-s2.0-77950450012,24344278500.0,male,"{'male': 1.0, 'female': 0.0}"
638,638,Kinetic cooperativity in Escherichia coli 30S ribosomal subunit reconstitution reveals additional complexity in the assembly landscape,Anne E. Bunner; Andrea H. Beck; and James R. Williamson,Anne E. Bunner,March 23; 2010 ,Biophysics and Computational Biology,32.0,6,"(60, 3, 20.0)",2-s2.0-77950410654,24463152700.0,female,"{'male': 6.310456601710257e-09, 'female': 0.9999999936895434}"
639,639,Dual coding in alternative reading frames correlates with intrinsic protein disorder,Erika Kovacs; Peter Tompa; Karoly Liliom; and Lajos Kalmar,Erika Kovacs,March 23; 2010 ,Biophysics and Computational Biology,40.0,4,"(34, 2, 17.0)",2-s2.0-77950421789,56809535000.0,female,"{'male': 2.0008587853226345e-06, 'female': 0.9999979991412147}"
640,640,The activated state of a sodium channel voltage sensor in a membrane environment,Sudha Chakrapani; Pornthep Sompornpisut; Pathumwadee Intharathep; Benoît Roux; and Eduardo Perozo,Sudha Chakrapani,March 23; 2010 ,Biophysics and Computational Biology,33.0,16,"(70, 1, 70.0)",2-s2.0-77950423127,16027780500.0,female,"{'male': 8.721832145397457e-10, 'female': 0.9999999991278168}"
641,641,Structural characterization of the Z RING-eIF4E complex reveals a distinct mode of control for eIF4E,Laurent Volpon; Michael J. Osborne; Althea A. Capul; Juan C. de la Torre; and Katherine L. B. Borden,Laurent Volpon,March 23; 2010 ,Biophysics and Computational Biology,45.0,17,"(10, 1, 10.0)",2-s2.0-77950417875,6506065643.0,male,"{'male': 0.9939132332801819, 'female': 0.006086766719818115}"
642,642,Deciphering the folding transition state structure and denatured state properties of Nucleophosmin C-terminal domain,Flavio Scaloni; Luca Federici; Maurizio Brunori; and Stefano Gianni,Flavio Scaloni,March 23; 2010 ,Biophysics and Computational Biology,24.0,6,"(120, 3, 40.0)",2-s2.0-77950375373,26635837700.0,male,"{'male': 1.0, 'female': 0.0}"
643,643,FRET measurements of kinesin neck orientation reveal a structural basis for processivity and asymmetry,Douglas S. Martin; Reza Fathi; Timothy J. Mitchison; and Jeff Gelles,Douglas S. Martin,March 23; 2010 ,Biophysics and Computational Biology,15.0,1,"(0, 0, 0)",2-s2.0-77950439417,36086405000.0,male,"{'male': 1.0, 'female': 0.0}"
644,644,Superheating of ice crystals in antifreeze protein solutions,Yeliz Celik; Laurie A. Graham; Yee-Foong Mok; Maya Bar; Peter L. Davies; and Ido Braslavsky,Yeliz Celik,March 23; 2010 ,Biophysics and Computational Biology,64.0,8,"(90, 2, 45.0)",2-s2.0-77950380863,21734517700.0,female,"{'male': 0.9995430707931519, 'female': 0.00045692920684814453}"
645,645,Optimal architectures of elongated viruses,Antoni Luque; Roya Zandi; and David Reguera,Antoni Luque,March 23; 2010 ,Biophysics and Computational Biology,23.0,10,0,2-s2.0-77950394682,36086403700.0,male,"{'male': 0.9994182586669922, 'female': 0.0005817413330078125}"
646,646,Quantitative theory of telomere length regulation and cellular senescence,Ignacio A. Rodriguez-Brenes and Charles S. Peskin,Ignacio A. Rodriguez-Brenes,March 23; 2010 ,Biophysics and Computational Biology,33.0,7,"(0, 0, 0)",2-s2.0-77950418311,35776877700.0,male,"{'male': 1.0, 'female': 0.0}"
647,647,A ratchet mechanism for amplification in low-frequency mammalian hearing,Tobias Reichenbach and A. J. Hudspeth,Tobias Reichenbach,March 16; 2010 ,Biophysics and Computational Biology,28.0,16,"(261, 6, 43.5)",2-s2.0-77950453190,14060798600.0,male,"{'male': 1.0, 'female': 0.0}"
648,648,Random cell movement promotes synchronization of the segmentation clock,Koichiro Uriu; Yoshihiro Morishita; and Yoh Iwasa,Koichiro Uriu,March 16; 2010 ,Biophysics and Computational Biology,43.0,10,"(31, 1, 31.0)",2-s2.0-77950379777,22952237200.0,male,"{'male': 1.0, 'female': 0.0}"
649,649,Minute negative superhelicity is sufficient to induce the B-Z transition in the presence of low tension,Mina Lee; Sook Ho Kim; and Seok-Cheol Hong,Mina Lee,March 16; 2010 ,Biophysics and Computational Biology,56.0,5,"(0, 0, 0)",2-s2.0-77950444848,55820549100.0,female,"{'male': 0.018648061901330948, 'female': 0.981351938098669}"
650,650,Strong intranucleoid interactions organize the Escherichia coli chromosome into a nucleoid filament,Paul A. Wiggins; Keith C. Cheveralls; Joshua S. Martin; Robert Lintner; and Jané Kondev,Paul A. Wiggins,March 16; 2010 ,Biophysics and Computational Biology,109.0,-1,0,0,0.0,male,"{'male': 1.0, 'female': 0.0}"
651,651,CaV1.2 β-subunit coordinates CaMKII-triggered cardiomyocyte death and afterdepolarizations,Olha M. Koval; Xiaoquan Guan; Yuejin Wu; Mei-ling Joiner; Zhan Gao; Biyi Chen; Isabella M. Grumbach; Elizabeth D. Luczak; Roger J. Colbran; Long-Sheng Song; Thomas J. Hund; Peter J. Mohler; and Mark E. Anderson,Olha M. Koval,March 16; 2010 ,Biophysics and Computational Biology,67.0,-1,0,0,0.0,female,"{'male': 0.0006368272588588297, 'female': 0.9993631727411412}"
652,652,Atomically detailed simulation of the recovery stroke in myosin by Milestoning,Ron Elber and Anthony West,Ron Elber,March 16; 2010 ,Biophysics and Computational Biology,47.0,47,"(305, 8, 38.125)",2-s2.0-77950432266,7003746437.0,male,"{'male': 0.9999997615814209, 'female': 2.384185791015625e-07}"
653,653,An unlocking/relocking barrier in conformational fluctuations of villin headpiece subdomain,Andreas Reiner; Peter Henklein; and Thomas Kiefhaber,Andreas Reiner,March 16; 2010 ,Biophysics and Computational Biology,91.0,13,"(112, 3, 37.333333333333336)",2-s2.0-77950388103,7101737367.0,male,"{'male': 0.9999997615814209, 'female': 2.384185791015625e-07}"
654,654,Large-scale conformational sampling of proteins using temperature-accelerated molecular dynamics,Cameron F. Abrams and Eric Vanden-Eijnden,Cameron F. Abrams,March 16; 2010 ,Biophysics and Computational Biology,106.0,21,"(92, 5, 18.4)",2-s2.0-77950448255,7102970895.0,mostly_male,"{'male': 0.9999773502349854, 'female': 2.2649765014648438e-05}"
655,655,4.0-Å resolution cryo-EM structure of the mammalian chaperonin TRiC/CCT reveals its unique subunit arrangement,Yao Cong; Matthew L. Baker; Joanita Jakana; David Woolford; Erik J. Miller; Stefanie Reissmann; Ramya N. Kumar; Alyssa M. Redding-Johanson; Tanveer S. Batth; Aindrila Mukhopadhyay; Steven J. Ludtke; Judith Frydman; and Wah Chiu,Yao Cong,March 16; 2010 ,Biophysics and Computational Biology,93.0,14,"(222, 4, 55.5)",2-s2.0-77950456761,7004534258.0,andy,"{'male': 0.987337052822113, 'female': 0.012662947177886963}"
656,656,Vitrification and levitation of a liquid droplet on liquid nitrogen,Young S. Song; Douglas Adler; Feng Xu; Emre Kayaalp; Aida Nureddin; Raymond M. Anchan; Richard L. Maas; and Utkan Demirci,Young S. Song,March 9; 2010 ,Biophysics and Computational Biology,72.0,21,"(303, 11, 27.545454545454547)",2-s2.0-77949509004,14054898300.0,mostly_female,"{'male': 1.0, 'female': 0.0}"
657,657,Markov random fields reveal an N-terminal double beta-propeller motif as part of a bacterial hybrid two-component sensor system,Matt Menke; Bonnie Berger; and Lenore Cowen,Matt Menke,March 2; 2010 ,Biophysics and Computational Biology,14.0,7,"(197, 2, 98.5)",2-s2.0-77749239794,7004046757.0,male,"{'male': 1.0, 'female': 0.0}"
658,658,Ketosteroid isomerase provides further support for the idea that enzymes work by electrostatic preorganization,Shina C.L. Kamerlin; Pankaz K. Sharma; Zhen T. Chu; and Arieh Warshel,Shina C.L. Kamerlin,March 2; 2010 ,Biophysics and Computational Biology,43.0,28,"(688, 10, 68.8)",2-s2.0-77749239790,13610758000.0,unknown,"{'male': 0.9891942739486694, 'female': 0.010805726051330566}"
659,659,pH (low) insertion peptide (pHLIP) inserts across a lipid bilayer as a helix and exits by a different path,Oleg A. Andreev; Alexander G. Karabadzhak; Dhammika Weerakkody; Gregory O. Andreev; Donald M. Engelman; and Yana K. Reshetnyak,Oleg A. Andreev,March 2; 2010 ,Biophysics and Computational Biology,66.0,27,"(215, 4, 53.75)",2-s2.0-77749233798,7005845932.0,male,"{'male': 1.0, 'female': 0.0}"
660,660,Function and specificity of synthetic Hox transcription factors in vivo,Dimitrios K. Papadopoulos; Vladana Vukojević; Yoshitsugu Adachi; Lars Terenius; Rudolf Rigler; and Walter J. Gehring,Dimitrios K. Papadopoulos,March 2; 2010 ,Biophysics and Computational Biology,16.0,6,"(0, 0, 0)",2-s2.0-77749239787,36027614800.0,male,"{'male': 1.0, 'female': 0.0}"
661,661,Quantitative study of synthetic Hox transcription factor–DNA interactions in live cells,Vladana Vukojević; Dimitrios K. Papadopoulos; Lars Terenius; Walter J. Gehring; and Rudolf Rigler,Vladana Vukojević,March 2; 2010 ,Biophysics and Computational Biology,33.0,21,"(167, 7, 23.857142857142858)",2-s2.0-77749239764,6602773100.0,female,"{'male': 8.253940819713534e-08, 'female': 0.9999999174605918}"
662,662,The transition state for folding of an outer membrane protein,Gerard H. M. Huysmans; Stephen A. Baldwin; David J. Brockwell; and Sheena E. Radford,Gerard H. M. Huysmans,March 2; 2010 ,Biophysics and Computational Biology,83.0,9,"(0, 0, 0)",2-s2.0-77749246164,35082133500.0,male,"{'male': 1.0, 'female': 0.0}"
663,663,RNA looping by PTB: Evidence using FRET and NMR spectroscopy for a role in splicing repression,Rajan Lamichhane; Gerrit M. Daubner; Judith Thomas-Crusells; Sigrid D. Auweter; Cristina Manatschal; Keyunna S. Austin; Oksana Valniuk; Frédéric H.-T. Allain; and David Rueda,Rajan Lamichhane,March 2; 2010 ,Biophysics and Computational Biology,62.0,11,"(40, 1, 40.0)",2-s2.0-77749270589,25321098400.0,male,"{'male': 0.9999998807907104, 'female': 1.1920928955078125e-07}"
664,664,An atomic-level mechanism for activation of the kinesin molecular motors,Charles V. Sindelar and Kenneth H. Downing,Charles V. Sindelar,March 2; 2010 ,Biophysics and Computational Biology,98.0,16,"(115, 2, 57.5)",2-s2.0-77749239756,6507347240.0,male,"{'male': 1.0, 'female': 0.0}"
665,665,Heterospecies partition analysis reveals binding curve and stoichiometry of protein interactions in living cells,Bin Wu; Yan Chen; and Joachim D. Müller,Bin Wu,March 2; 2010 ,Biophysics and Computational Biology,18.0,20,"(100, 3, 33.333333333333336)",2-s2.0-77749233766,55468225900.0,andy,"{'male': 0.9996985197067261, 'female': 0.0003014802932739258}"
666,666,Independent initiation of primary electron transfer in the two branches of the photosystem I reaction center,Marc G. Müller; Chavdar Slavov; Rajiv Luthra; Kevin E. Redding; and Alfred R. Holzwarth,Marc G. Müller,March 2; 2010 ,Biophysics and Computational Biology,63.0,25,"(133, 4, 33.25)",2-s2.0-77749233753,57199034833.0,male,"{'male': 1.0, 'female': 0.0}"
667,667,Surface-coupled proton exchange of a membrane-bound proton acceptor,Tor Sandén; Lina Salomonsson; Peter Brzezinski; and Jerker Widengren,Tor Sandén,March 2; 2010 ,Biophysics and Computational Biology,40.0,7,"(58, 4, 14.5)",2-s2.0-77749239744,15756370300.0,male,"{'male': 1.0, 'female': 0.0}"
668,668,Electrostatics of aquaporin and aquaglyceroporin channels correlates with their transport selectivity,Romina Oliva; Giuseppe Calamita; Janet M. Thornton; and Marialuisa Pellegrini-Calace,Romina Oliva,March 2; 2010 ,Biophysics and Computational Biology,30.0,14,"(94, 5, 18.8)",2-s2.0-77749239733,7102411611.0,female,"{'male': 2.078459510812536e-05, 'female': 0.9999792154048919}"
669,669,Insight into the mechanism of an iron dioxygenase by resolution of steps following the FeIV═O species,Piotr K. Grzyska; Evan H. Appelman; Robert P. Hausinger; and Denis A. Proshlyakov,Piotr K. Grzyska,March 2; 2010 ,Biophysics and Computational Biology,46.0,-1,0,0,0.0,male,"{'male': 1.0, 'female': 0.0}"
670,670,Abduction and asylum in the lives of transcription factors,Anat Burger; Aleksandra M. Walczak; and Peter G. Wolynes,Anat Burger,March 2; 2010 ,Biophysics and Computational Biology,36.0,3,"(0, 0, 0)",2-s2.0-77749246295,36027319400.0,female,"{'male': 0.00016804534243419766, 'female': 0.9998319546575658}"
671,671,Identifying the amylome; proteins capable of forming amyloid-like fibrils,Lukasz Goldschmidt; Poh K. Teng; Roland Riek; and David Eisenberg,Lukasz Goldschmidt,February 23; 2010 ,Biophysics and Computational Biology,377.0,11,"(257, 2, 128.5)",2-s2.0-77649240855,16070471500.0,unknown,"{'male': 1.0, 'female': 0.0}"
672,672,FragBag; an accurate representation of protein structure; retrieves structural neighbors from the entire PDB quickly and accurately,Inbal Budowski-Tal; Yuval Nov; and Rachel Kolodny,Inbal Budowski-Tal,February 23; 2010 ,Biophysics and Computational Biology,51.0,2,"(0, 0, 0)",2-s2.0-77649240530,35726487500.0,female,"{'male': 0.40900954604148865, 'female': 0.5909904539585114}"
673,673,Ultrafast solvation dynamics at binding and active sites of photolyases,Chih-Wei Chang; Lijun Guo; Ya-Ting Kao; Jiang Li; Chuang Tan; Tanping Li; Chaitanya Saxena; Zheyun Liu; Lijuan Wang; Aziz Sancar; and Dongping Zhong,Chih-Wei Chang,February 16; 2010 ,Biophysics and Computational Biology,52.0,13,"(119, 5, 23.8)",2-s2.0-77649260740,57141263300.0,andy,"{'male': 0.0030429866164922714, 'female': 0.9969570133835077}"
